sim_time,score,score_delta,time_bonus,fruit_bonus,predation_penalty,num_agents,num_predators,num_fruits,num_trees,mean_energy,median_energy,mean_age
0.1,0.1,0.1,0.1,0.0,0.0,5,0,32,36,149.9,149.9,0.1
0.2,0.2,0.1,0.1,0.0,0.0,5,0,32,36,149.24248218495603,149.28580748363504,0.2
0.30000000000000004,0.30000000000000004,0.10000000000000003,0.1,2.7755575615628914e-17,0.0,5,0,32,35,148.63464862538945,148.66464420301287,0.30000000000000004
0.4,0.4,0.09999999999999998,0.1,-2.7755575615628914e-17,0.0,5,0,32,36,148.01326390059475,148.04276372214858,0.4
0.5,0.5208,0.12080000000000002,0.1,0.020800000000000013,0.0,5,0,31,34,151.55811061286002,147.4423080421998,0.5
0.6,0.6208,0.09999999999999998,0.1,-2.7755575615628914e-17,0.0,6,0,32,34,121.62400609867505,146.82587640275548,0.5166666666666667
0.7,0.7208,0.09999999999999998,0.1,-2.7755575615628914e-17,0.0,6,0,32,33,121.00824584728963,146.20946000504205,0.6166666666666666
0.7999999999999999,0.8208,0.09999999999999998,0.1,-2.7755575615628914e-17,0.0,6,0,32,33,120.43770684949875,145.59328067863285,0.7166666666666667
0.8999999999999999,0.9208,0.09999999999999998,0.1,-2.7755575615628914e-17,0.0,6,0,32,32,119.87041858785187,144.97091116032664,0.8166666666666665
0.9999999999999999,1.0208,0.09999999999999998,0.1,-2.7755575615628914e-17,0.0,6,0,32,32,119.33326060227866,144.34740508082723,0.9166666666666665
1.0999999999999999,1.1208,0.10000000000000009,0.1,8.326672684688674e-17,0.0,6,0,32,33,118.70855604747449,143.73082070821766,1.0166666666666666
1.2,1.2208,0.10000000000000009,0.1,8.326672684688674e-17,0.0,6,0,33,33,118.08915354259301,143.11423096691541,1.1166666666666665
1.3,1.3208000000000002,0.10000000000000009,0.1,8.326672684688674e-17,0.0,6,0,33,33,117.46769942126429,142.44334319176906,1.2166666666666666
1.4000000000000001,1.4208000000000003,0.10000000000000009,0.1,8.326672684688674e-17,0.0,6,0,33,33,116.83914116058178,141.79623283440395,1.3166666666666667
1.5000000000000002,1.5208000000000004,0.10000000000000009,0.1,8.326672684688674e-17,0.0,6,0,33,33,116.21680548936752,141.17393312362557,1.416666666666667
1.6000000000000003,1.6208000000000005,0.10000000000000009,0.1,8.326672684688674e-17,0.0,6,0,33,33,115.60162327188469,140.57393312362558,1.5166666666666668
1.7000000000000004,1.7208000000000006,0.10000000000000009,0.1,8.326672684688674e-17,0.0,6,0,33,34,114.98962274535502,139.97393312362559,1.6166666666666671
1.8000000000000005,1.8208000000000006,0.10000000000000009,0.1,8.326672684688674e-17,0.0,6,0,33,34,114.38199742388475,139.3739331236256,1.716666666666667
1.9000000000000006,1.9208000000000007,0.10000000000000009,0.1,8.326672684688674e-17,0.0,6,0,33,35,113.76232097991077,138.7739331236256,1.816666666666667
2.0000000000000004,2.020800000000001,0.10000000000000009,0.1,8.326672684688674e-17,0.0,6,0,34,36,113.13200940396369,138.1099898889861,1.916666666666667
2.1000000000000005,2.120800000000001,0.10000000000000009,0.1,8.326672684688674e-17,0.0,6,0,34,35,112.49753513726841,137.46928681328842,2.016666666666667
2.2000000000000006,2.220800000000001,0.10000000000000009,0.1,8.326672684688674e-17,0.0,6,0,36,36,111.89183983605157,136.86585354939132,2.116666666666667
2.3000000000000007,2.320800000000001,0.10000000000000009,0.1,8.326672684688674e-17,0.0,6,0,36,36,111.28514438997779,136.24668089216286,2.2166666666666672
2.400000000000001,2.420800000000001,0.10000000000000009,0.1,8.326672684688674e-17,0.0,6,0,37,34,110.67299638374776,135.62378699269328,2.3166666666666673
2.500000000000001,2.5208000000000013,0.10000000000000009,0.1,8.326672684688674e-17,0.0,6,0,38,34,110.06508344091912,135.00100058331196,2.4166666666666674
2.600000000000001,2.6208000000000014,0.10000000000000009,0.1,8.326672684688674e-17,0.0,6,0,38,34,109.46034833044938,134.38013147913318,2.5166666666666675
2.700000000000001,2.7208000000000014,0.10000000000000009,0.1,8.326672684688674e-17,0.0,6,0,39,34,108.85596282051749,133.7751277376971,2.6166666666666676
2.800000000000001,2.8208000000000015,0.10000000000000009,0.1,8.326672684688674e-17,0.0,6,0,39,35,108.25023299612356,133.17224611725626,2.716666666666668
2.9000000000000012,2.9208000000000016,0.10000000000000009,0.1,8.326672684688674e-17,0.0,6,0,39,36,107.64280415278722,132.56767275047613,2.8166666666666678
3.0000000000000013,3.0208000000000017,0.10000000000000009,0.1,8.326672684688674e-17,0.0,6,0,39,36,107.03798914436271,131.9530116016785,2.916666666666668
3.1000000000000014,3.1468000000000016,0.1259999999999999,0.1,0.025999999999999884,0.0,6,0,38,37,110.76813292484259,131.3456895652268,3.016666666666668
3.2000000000000015,3.2468000000000017,0.10000000000000009,0.1,8.326672684688674e-17,0.0,7,0,38,38,90.83310172845563,74.9,2.685714285714287
3.3000000000000016,3.3468000000000018,0.10000000000000009,0.1,8.326672684688674e-17,0.0,7,0,38,38,90.2151702365035,74.24678815515992,2.7857142857142874
3.4000000000000017,3.446800000000002,0.10000000000000009,0.1,8.326672684688674e-17,0.0,7,0,39,39,89.59798778411583,73.60667762373095,2.885714285714287
3.5000000000000018,3.546800000000002,0.10000000000000009,0.1,8.326672684688674e-17,0.0,7,0,39,39,88.98017262728418,72.95671607172319,2.985714285714287
3.600000000000002,3.646800000000002,0.10000000000000009,0.1,8.326672684688674e-17,0.0,7,0,39,40,88.36213404613547,72.33464791833234,3.0857142857142876
3.700000000000002,3.746800000000002,0.10000000000000009,0.1,8.326672684688674e-17,0.0,7,0,39,40,87.75132648072754,71.73267143761858,3.1857142857142873
3.800000000000002,3.846800000000002,0.10000000000000009,0.1,8.326672684688674e-17,0.0,7,0,40,41,87.13366876374849,71.1095033245879,3.2857142857142874
3.900000000000002,3.9468000000000023,0.10000000000000009,0.1,8.326672684688674e-17,0.0,7,0,42,40,86.51880208540555,70.4911708768015,3.3857142857142875
4.000000000000002,4.046800000000002,0.09999999999999964,0.1,-3.608224830031759e-16,0.0,7,0,42,40,85.92506600628035,69.87530795748118,3.485714285714287
4.100000000000001,4.146800000000002,0.09999999999999964,0.1,-3.608224830031759e-16,0.0,7,0,42,40,85.3509802268534,69.26391714336184,3.5857142857142867
4.200000000000001,4.246800000000001,0.09999999999999964,0.1,-3.608224830031759e-16,0.0,7,0,42,40,84.77347704092283,68.61551002209673,3.685714285714287
4.300000000000001,4.346800000000001,0.09999999999999964,0.1,-3.608224830031759e-16,0.0,7,0,43,40,84.18189112300838,67.94019864096839,3.785714285714287
4.4,4.4468000000000005,0.09999999999999964,0.1,-3.608224830031759e-16,0.0,7,0,43,41,83.63161363515475,67.26946412689513,3.885714285714286
4.5,4.5468,0.09999999999999964,0.1,-3.608224830031759e-16,0.0,7,0,43,41,83.11810229747459,66.60450587821856,3.985714285714286
4.6,4.6468,0.09999999999999964,0.1,-3.608224830031759e-16,0.0,7,0,43,41,82.61786190953637,65.91939639412816,4.085714285714286
4.699999999999999,4.7467999999999995,0.09999999999999964,0.1,-3.608224830031759e-16,0.0,7,0,43,41,82.1054641549347,65.26063752432195,4.185714285714285
4.799999999999999,4.846799999999999,0.09999999999999964,0.1,-3.608224830031759e-16,0.0,7,0,43,41,81.61985050635826,64.58419774372504,4.285714285714286
4.899999999999999,4.946799999999999,0.09999999999999964,0.1,-3.608224830031759e-16,0.0,7,0,43,41,81.15147129051925,63.93076618334731,4.385714285714284
4.999999999999998,5.046799999999998,0.09999999999999964,0.1,-3.608224830031759e-16,0.0,7,0,43,41,80.679265511824,63.25711830401144,4.485714285714285
5.099999999999998,5.146799999999998,0.09999999999999964,0.1,-3.608224830031759e-16,0.0,7,0,43,42,80.20825428078048,62.57410318242511,4.585714285714284
5.1999999999999975,5.246799999999998,0.09999999999999964,0.1,-3.608224830031759e-16,0.0,7,0,43,42,79.73816190337155,61.929562034524736,4.685714285714284
5.299999999999997,5.346799999999997,0.09999999999999964,0.1,-3.608224830031759e-16,0.0,7,0,43,43,79.2627374648196,61.24640461181086,4.785714285714284
