sim_time,agent_id,cause,energy,age,max_age,max_energy
48.60000000000042,1,starvation_young,-0.08038967579528955,48.70000000000042,105.25507602291648,500.0
85.6999999999994,5,starvation_old,-0.03116009072596873,84.0999999999995,74.19915189296411,500.0
90.19999999999915,4,starvation_old,-0.5256888193527629,90.29999999999914,77.58702869776272,500.0
91.1999999999991,9,starvation_young,-0.033043692709634004,61.1000000000006,62.23310000510958,500.0
95.99999999999882,2,starvation_old,-0.3729857163605633,95.99999999999882,92.89896342615715,500.0
98.39999999999868,29,starvation_young,-0.3577235108995561,14.299999999999965,91.74110252470861,290.22947623841674
102.89999999999843,19,starvation_young,-0.052750182615868946,26.900000000000112,101.63442537843747,500.0
104.79999999999832,8,starvation_old,-0.31711337120482697,75.3,66.86242461428769,500.0
106.19999999999824,3,starvation_old,-0.2073796238743653,106.19999999999824,73.48622709352287,500.0
108.99999999999808,31,starvation_young,-0.009174570245336272,24.400000000000077,110.37254050782242,500.0
112.99999999999785,12,starvation_old,-0.2368533098622805,74.90000000000002,62.80533514501771,500.0
114.99999999999774,6,starvation_old,-0.9573909087716601,89.79999999999917,79.39897803946764,500.0
116.39999999999766,26,starvation_young,-0.0867660251393414,33.60000000000021,85.90180726474337,500.0
116.49999999999766,38,predator,62.32665528193026,6.699999999999992,64.12703753557594,500.0
117.79999999999758,17,starvation_young,-0.37390600411838026,42.20000000000033,80.06445234211233,500.0
118.39999999999755,34,predator,109.02482510858793,17.399999999999977,118.88029580937064,500.0
118.89999999999752,30,starvation_young,-0.09668722600975355,34.30000000000022,74.09376003908736,290.22947623841674
119.1999999999975,16,starvation_young,-0.07199948894407737,53.40000000000049,76.93280319442472,500.0
119.1999999999975,41,predator,53.27715143592282,7.499999999999989,90.55920850418723,500.0
119.1999999999975,42,predator,52.77759414423558,7.39999999999999,79.11805958826504,500.0
119.59999999999748,11,starvation_old,-0.39176839368364214,82.1999999999996,78.8475196574091,500.0
120.09999999999745,0,starvation_old,-1.2138838916213965,120.19999999999744,114.78237863126483,500.0
124.69999999999719,27,starvation_young,-0.00015522136816878418,41.200000000000315,71.594465750176,500.0
126.99999999999706,28,starvation_young,-0.004461366048976262,43.200000000000344,100.07354284044784,500.0
129.7999999999969,7,starvation_old,-0.3015698415519974,101.5999999999985,87.28173666253342,500.0
130.79999999999686,14,starvation_young,-0.07763678810010188,65.80000000000054,82.67309095790323,500.0
135.59999999999658,10,starvation_old,-0.31383764432146344,103.4999999999984,96.59524253616931,500.0
142.4999999999962,33,starvation_young,-0.03648496377449925,44.30000000000036,101.63855321476129,500.0
144.0999999999961,32,starvation_young,-0.045296348837175454,59.10000000000057,99.21315584110451,575.9108267067404
157.59999999999533,25,predator,67.33736084646664,75.2,77.79887798402693,575.9108267067404
157.89999999999532,18,starvation_old,-0.6831024593447174,81.79999999999963,76.99519367741533,500.0
161.39999999999512,45,starvation_young,-0.07221425808745363,21.00000000000003,61.38511111290649,500.0
162.89999999999503,13,starvation_old,-1.0565700374487546,103.59999999999839,97.20183707482761,500.0
166.59999999999482,15,starvation_old,-0.1627720232183403,100.79999999999855,96.90037212169037,500.0
175.6999999999943,55,starvation_young,-0.0324772384472187,19.60000000000001,102.28477014845708,406.81757907414016
178.89999999999412,35,starvation_old,-0.778916255891114,75.79999999999997,71.3222045663132,500.0
181.49999999999397,56,predator,19.894142535460652,23.600000000000065,69.35624475596651,406.81757907414016
181.49999999999397,21,predator,80.06765634299683,102.19999999999847,105.11665824772855,575.9108267067404
181.49999999999397,22,predator,33.329264977538145,102.09999999999847,112.74238049227789,604.7920847432248
181.79999999999396,40,starvation_young,-0.008185312963161467,71.40000000000022,94.41833680496428,500.0
182.09999999999394,54,predator,44.14665439289896,26.200000000000102,61.70678693118244,575.9108267067404
189.19999999999354,23,starvation_old,-0.5036392507278997,109.29999999999806,101.58734567393395,575.9108267067404
189.9999999999935,39,starvation_old,-0.16314276630308747,80.19999999999972,70.40928608158134,500.0
193.69999999999328,24,starvation_old,-0.07707160087484102,112.69999999999787,101.33256278947243,575.9108267067404
194.59999999999323,20,starvation_old,-0.36249805469814644,117.99999999999757,108.24572810870518,575.9108267067404
194.69999999999322,44,starvation_young,-0.32395462363282,55.50000000000052,92.79548219892598,500.0
197.89999999999304,36,starvation_old,-0.3890444247494542,92.799999999999,75.2456285380694,500.0
201.09999999999286,47,starvation_young,-0.07876674661264382,60.50000000000059,90.70706324258578,500.0
202.99999999999275,43,starvation_old,-0.4930816734355268,72.40000000000016,66.33672729239558,500.0
205.8999999999926,53,starvation_young,-0.8009360093589466,50.300000000000445,68.03286041142547,575.9108267067404
208.29999999999245,50,starvation_young,-0.057710400369984566,55.50000000000052,103.79186923990635,575.9108267067404
209.59999999999238,74,starvation_young,-0.5186120340831206,8.299999999999986,86.18871448271652,500.0
215.59999999999204,37,starvation_old,-0.36978717774978564,108.7999999999981,105.606618388947,500.0
219.5999999999918,64,starvation_young,-0.041280349684457124,33.400000000000205,95.595797310322,500.0
225.0999999999915,82,predator,156.75501515863988,15.79999999999996,111.45304905873802,703.0378528405545
226.09999999999144,84,predator,53.06986608434762,15.199999999999962,93.324907438033,500.0
227.89999999999134,79,starvation_young,-0.257606903508243,21.80000000000004,80.72256551510563,703.0378528405545
229.39999999999125,93,predator,32.38177837122203,15.59999999999996,96.84764973836052,703.0378528405545
236.29999999999086,58,starvation_old,-0.7622051801661227,70.40000000000028,62.28981101311089,500.0
238.09999999999076,48,starvation_old,-0.26450402773917336,88.69999999999924,83.887680631157,575.9108267067404
238.29999999999075,60,starvation_young,-0.5950479031249556,57.60000000000055,96.04345085364564,500.0
238.39999999999074,46,starvation_old,-1.042171089583793,97.39999999999874,93.11371337859953,500.0
241.59999999999056,73,starvation_young,-0.06092827761131692,42.30000000000033,104.37831844619882,500.0
241.89999999999054,77,predator,106.44415190129479,39.20000000000029,60.177449895916055,534.9999657967628
244.5999999999904,66,starvation_young,-0.05277711633908777,56.700000000000536,75.75833480434487,500.0
