sim_time,agent_id,cause,energy,age,max_age,max_energy
18.799999999999997,7,starvation_young,-0.10109188699803978,12.199999999999973,112.65235218774993,500.0
20.50000000000002,0,starvation_young,-0.09136556407659246,20.600000000000023,66.05399174598632,500.0
50.90000000000045,5,starvation_young,-0.055768536209229724,50.80000000000045,112.63466778462694,500.0
66.20000000000051,2,starvation_old,-0.5444485091037657,66.30000000000051,61.30453670823483,500.0
77.49999999999987,1,starvation_old,-0.6172747931653827,77.49999999999987,62.6332182656868,500.0
82.79999999999957,6,starvation_young,-0.434724960705839,81.69999999999963,107.52606598520637,500.0
89.89999999999917,12,starvation_young,-0.18956631917964162,19.70000000000001,105.85320379881883,500.0
117.09999999999762,3,starvation_old,-0.551047227632709,116.99999999999763,101.66199435714609,500.0
117.09999999999762,8,starvation_old,-0.2836550250062395,94.79999999999889,91.40034293038336,500.0
118.49999999999754,4,starvation_old,-0.1818274314620151,118.49999999999754,111.5636295013808,500.0
128.199999999997,23,starvation_young,-0.671494686595412,51.700000000000465,67.53499531785539,500.0
133.3999999999967,14,starvation_young,-0.04715287567471302,61.600000000000605,96.57462820900083,500.0
138.09999999999644,21,starvation_young,-0.042544339732353026,62.80000000000062,86.9167966521278,500.0
140.99999999999628,25,starvation_young,-0.05783029625572422,63.600000000000634,87.99013053773139,500.0
141.19999999999627,30,starvation_young,-0.043699042970446904,36.200000000000244,88.67007391908105,500.0
141.89999999999623,22,starvation_young,-0.09888268404120848,66.30000000000051,98.70783713900956,500.0
142.79999999999617,31,starvation_young,-0.5313873469673445,36.70000000000025,90.27659366288772,500.0
143.79999999999612,20,starvation_young,-0.21483794610480925,68.60000000000038,108.79966304838538,500.0
145.19999999999604,15,starvation_old,-0.042453226403980665,72.00000000000018,62.611203588096835,500.0
145.19999999999604,29,starvation_young,-0.010371493163525675,40.90000000000031,78.42248551657997,500.0
146.59999999999596,18,starvation_old,-0.21874361099916154,72.00000000000018,67.51769800545665,500.0
148.39999999999586,9,starvation_old,-0.017952540496785213,87.4999999999993,82.46597130314173,500.0
149.79999999999578,28,starvation_young,-0.056574854693138166,67.80000000000042,114.55240733008367,500.0
150.19999999999575,10,starvation_old,-0.1785080544815794,82.09999999999961,66.50599354266497,500.0
155.29999999999546,32,starvation_young,-0.10288695766739542,48.70000000000042,87.08393983452622,500.0
159.59999999999522,13,starvation_old,-0.31958073915402574,89.1999999999992,79.7304659166635,500.0
165.1999999999949,37,starvation_young,-0.5840757227943988,29.200000000000145,67.68028030093521,500.0
165.59999999999488,38,starvation_young,-0.16946612869584982,29.100000000000144,70.72345989950725,500.0
167.0999999999948,42,starvation_young,-0.21572735992414138,29.60000000000015,105.51587990341935,500.0
169.09999999999468,46,starvation_young,-0.23951004649236632,22.50000000000005,68.33420614687371,500.0
171.09999999999457,24,starvation_young,-0.1479831982381043,94.09999999999893,107.96835852899125,606.287516987746
171.19999999999456,16,starvation_old,-0.8317374571460912,97.49999999999874,87.44472484600726,500.0
178.39999999999415,19,starvation_young,-0.04351816168360864,103.4999999999984,108.24914139240586,500.0
178.69999999999413,47,starvation_young,-0.0005148749029355026,30.700000000000166,112.05549545833077,500.0
184.09999999999383,35,starvation_young,-0.43082419131411187,51.60000000000046,93.36381815003185,500.0
185.89999999999372,27,starvation_old,-0.30407229611671016,104.09999999999836,83.17810799054841,616.776315120618
191.99999999999338,17,starvation_old,-0.46332805666093235,117.29999999999761,116.55562707062072,500.0
196.29999999999313,11,starvation_old,-1.348138034004928,126.89999999999706,116.68702193794832,500.0
199.59999999999295,36,starvation_young,-0.03789456507947728,66.30000000000051,72.05689247715631,500.0
203.49999999999272,66,starvation_young,-0.23016132398250716,17.099999999999973,106.1544752684602,500.0
205.4999999999926,39,starvation_young,-0.03007657508308023,68.3000000000004,91.12348505729942,500.0
205.7999999999926,26,starvation_old,-0.3592694610978949,127.09999999999705,114.73819561892057,500.0
206.79999999999254,51,starvation_young,-0.5198262895580702,54.70000000000051,90.6965125918072,500.0
210.8999999999923,64,starvation_young,-0.5100561969935054,27.700000000000124,72.83961254916389,500.0
211.79999999999225,65,starvation_young,-0.09729317608342394,26.80000000000011,70.59674335704109,500.0
212.09999999999224,40,starvation_old,-0.19111835455741424,74.90000000000002,66.16572455200945,500.0
215.59999999999204,45,starvation_young,-0.05435710697242624,70.20000000000029,113.14152656049686,500.0
218.0999999999919,49,starvation_old,-0.46091627855739903,67.20000000000046,64.70401007055789,500.0
222.99999999999162,41,starvation_old,-0.4578283375794029,85.39999999999942,84.98741200240347,500.0
225.59999999999147,55,starvation_young,-0.06509120889540321,59.400000000000574,89.82069227378156,616.776315120618
228.5999999999913,50,starvation_old,-0.12720637771846935,77.0999999999999,67.47268883842126,500.0
229.59999999999124,34,starvation_old,-0.36271180723809116,99.49999999999862,95.97720008322517,500.0
229.79999999999123,43,starvation_old,-0.5358522357956546,91.0999999999991,86.68663627505977,500.0
230.2999999999912,56,starvation_young,-0.43274119814241063,59.80000000000058,60.15080588162759,500.0
231.59999999999113,52,starvation_old,-0.2615661175249645,69.10000000000035,68.2179079629756,500.0
234.59999999999096,48,starvation_old,-0.7955058486871877,85.39999999999942,83.4021767149533,500.0
236.59999999999084,71,predator,109.38271955916593,34.50000000000022,60.81597206136743,500.0
