sim_time,score,score_delta,time_bonus,fruit_bonus,predation_penalty,num_agents,num_predators,num_fruits,num_trees,mean_energy,median_energy,mean_age
0.1,0.1,0.1,0.1,0.0,0.0,5,0,32,37,149.9,149.9,0.1
0.2,0.2,0.1,0.1,0.0,0.0,5,0,33,37,149.13511890804722,149.2180249905111,0.2
0.30000000000000004,0.30000000000000004,0.10000000000000003,0.1,2.7755575615628914e-17,0.0,5,0,34,36,148.53178476325596,148.61802499051112,0.30000000000000004
0.4,0.4,0.09999999999999998,0.1,-2.7755575615628914e-17,0.0,5,0,34,36,147.93034344520794,148.01802499051112,0.4
0.5,0.5,0.09999999999999998,0.1,-2.7755575615628914e-17,0.0,5,0,34,34,147.3262605125001,147.41802499051113,0.5
0.6,0.6,0.09999999999999998,0.1,-2.7755575615628914e-17,0.0,5,0,35,35,146.73585162129262,146.81802499051113,0.6
0.7,0.7,0.09999999999999998,0.1,-2.7755575615628914e-17,0.0,5,0,35,34,146.18953592327236,146.23917053503646,0.7
0.7999999999999999,0.7999999999999999,0.09999999999999998,0.1,-2.7755575615628914e-17,0.0,5,0,35,32,145.66279856308734,145.61806653824425,0.7999999999999999
0.8999999999999999,0.8999999999999999,0.09999999999999998,0.1,-2.7755575615628914e-17,0.0,5,0,35,32,145.1514692766525,145.01802499051115,0.9
0.9999999999999999,0.9999999999999999,0.09999999999999998,0.1,-2.7755575615628914e-17,0.0,5,0,36,33,144.65676960934766,144.41802499051116,0.9999999999999998
1.0999999999999999,1.0999999999999999,0.09999999999999998,0.1,-2.7755575615628914e-17,0.0,5,0,36,34,144.2109944342136,143.8387396995598,1.0999999999999999
1.2,1.2,0.10000000000000009,0.1,8.326672684688674e-17,0.0,5,0,37,32,143.78431608703485,143.26026245894255,1.2
1.3,1.3,0.10000000000000009,0.1,8.326672684688674e-17,0.0,5,0,37,33,143.3691222996888,142.66026245894255,1.3
1.4000000000000001,1.4000000000000001,0.10000000000000009,0.1,8.326672684688674e-17,0.0,5,0,37,32,142.9545530237417,142.01802499051118,1.4000000000000001
1.5000000000000002,1.5000000000000002,0.10000000000000009,0.1,8.326672684688674e-17,0.0,5,0,37,33,142.55143181586362,141.41802499051119,1.5000000000000002
1.6000000000000003,1.6000000000000003,0.10000000000000009,0.1,8.326672684688674e-17,0.0,5,0,37,33,142.14783938921576,140.8180249905112,1.6000000000000003
1.7000000000000004,1.7000000000000004,0.10000000000000009,0.1,8.326672684688674e-17,0.0,5,0,37,33,141.74519651600548,140.2180249905112,1.7000000000000004
1.8000000000000005,1.8000000000000005,0.10000000000000009,0.1,8.326672684688674e-17,0.0,5,0,37,33,141.3439796183699,139.6180249905112,1.8000000000000003
1.9000000000000006,1.9000000000000006,0.10000000000000009,0.1,8.326672684688674e-17,0.0,5,0,37,34,140.93970431289438,139.0180249905112,1.9000000000000008
2.0000000000000004,2.0000000000000004,0.09999999999999987,0.1,-1.3877787807814457e-16,0.0,5,0,37,34,140.53896803397043,138.4180249905112,2.0000000000000004
2.1000000000000005,2.1000000000000005,0.10000000000000009,0.1,8.326672684688674e-17,0.0,5,0,37,35,140.1379814051798,137.81802499051122,2.1000000000000005
2.2000000000000006,2.2000000000000006,0.10000000000000009,0.1,8.326672684688674e-17,0.0,5,0,37,35,139.73343350392614,137.21802499051122,2.2000000000000006
2.3000000000000007,2.3000000000000007,0.10000000000000009,0.1,8.326672684688674e-17,0.0,5,0,37,34,139.32910368746633,136.61802499051123,2.3000000000000007
2.400000000000001,2.400000000000001,0.10000000000000009,0.1,8.326672684688674e-17,0.0,5,0,39,34,138.92568056583434,136.01802499051124,2.400000000000001
2.500000000000001,2.500000000000001,0.10000000000000009,0.1,8.326672684688674e-17,0.0,5,0,39,34,138.52367148251068,135.41802499051124,2.500000000000001
2.600000000000001,2.600000000000001,0.10000000000000009,0.1,8.326672684688674e-17,0.0,5,0,39,34,138.12027436879288,134.81802499051125,2.600000000000001
2.700000000000001,2.722800000000001,0.12280000000000024,0.1,0.022800000000000237,0.0,5,0,38,34,142.27662455351702,142.0694589317313,2.700000000000001
