sim_time,score,score_delta,time_bonus,fruit_bonus,predation_penalty,num_agents,num_predators,num_fruits,num_trees,mean_energy,median_energy,mean_age
0.1,0.1,0.1,0.1,0.0,0.0,5,0,32,39,149.9,149.9,0.1
0.2,0.2,0.1,0.1,0.0,0.0,5,0,32,36,149.28422621607928,149.28557767846706,0.2
0.30000000000000004,0.30000000000000004,0.10000000000000003,0.1,2.7755575615628914e-17,0.0,5,0,32,36,148.66800093429646,148.6842809125536,0.30000000000000004
0.4,0.4,0.09999999999999998,0.1,-2.7755575615628914e-17,0.0,5,0,33,33,148.0630034278866,148.07937987818545,0.4
0.5,0.5,0.09999999999999998,0.1,-2.7755575615628914e-17,0.0,5,0,33,34,147.45782520218876,147.471032810807,0.5
0.6,0.6,0.09999999999999998,0.1,-2.7755575615628914e-17,0.0,5,0,34,34,146.8401004368055,146.8498320157483,0.6
0.7,0.7,0.09999999999999998,0.1,-2.7755575615628914e-17,0.0,5,0,35,34,146.22008315902485,146.2386199146731,0.7
0.7999999999999999,0.7999999999999999,0.09999999999999998,0.1,-2.7755575615628914e-17,0.0,5,0,35,34,145.61225153049236,145.62438523190445,0.7999999999999999
0.8999999999999999,0.8999999999999999,0.09999999999999998,0.1,-2.7755575615628914e-17,0.0,5,0,35,33,145.07302638694563,145.00656384620206,0.9
0.9999999999999999,0.9999999999999999,0.09999999999999998,0.1,-2.7755575615628914e-17,0.0,5,0,35,33,144.567108781074,144.40620248839687,0.9999999999999998
1.0999999999999999,1.0999999999999999,0.09999999999999998,0.1,-2.7755575615628914e-17,0.0,5,0,35,33,144.06047786769662,143.8046521162768,1.0999999999999999
1.2,1.2222,0.12220000000000009,0.1,0.02220000000000008,0.0,5,0,34,32,147.9932658653574,143.20620248839688,1.2
1.3,1.3222,0.10000000000000009,0.1,8.326672684688674e-17,0.0,6,0,36,31,118.76126262610201,142.57109665591204,1.1
1.4000000000000001,1.4222000000000001,0.10000000000000009,0.1,8.326672684688674e-17,0.0,6,0,36,32,118.23123386381194,141.96982011658238,1.2000000000000002
1.5000000000000002,1.5222000000000002,0.10000000000000009,0.1,8.326672684688674e-17,0.0,6,0,37,33,117.70251156061818,141.35142961356271,1.3
1.6000000000000003,1.6222000000000003,0.10000000000000009,0.1,8.326672684688674e-17,0.0,6,0,37,33,117.16720056395235,140.7426474140309,1.4000000000000004
1.7000000000000004,1.7222000000000004,0.10000000000000009,0.1,8.326672684688674e-17,0.0,6,0,37,34,116.62214660019443,140.09298290252642,1.5000000000000002
1.8000000000000005,1.8222000000000005,0.10000000000000009,0.1,8.326672684688674e-17,0.0,6,0,37,34,116.07105912358173,139.43376090416226,1.6000000000000005
